[ 2023-05-01 13:04:31,128 ] 160 numexpr.utils - INFO - NumExpr defaulting to 4 threads.
[ 2023-05-01 13:04:33,128 ] 24 root - INFO - Data Ingestion beginning
[ 2023-05-01 13:04:34,024 ] 28 root - INFO - Reading data as pandas dataframe
[ 2023-05-01 13:04:34,035 ] 33 root - INFO - Begin Train/Test Split
[ 2023-05-01 13:04:34,046 ] 37 root - INFO - Data Ingestion completed successfully!
[ 2023-05-01 13:04:34,064 ] 67 root - INFO - Reading of train and test data completed.
[ 2023-05-01 13:04:34,066 ] 75 root - INFO - Obtaining preprocessing objects
[ 2023-05-01 13:04:34,067 ] 26 root - INFO - Data Transformation initiated
[ 2023-05-01 13:04:34,067 ] 51 root - INFO - Creation of data transformation pipeline completed
[ 2023-05-01 13:04:34,067 ] 79 root - INFO - Applying preprocessing on train and test data
[ 2023-05-01 13:04:34,083 ] 87 root - INFO - Preprocessing completed
[ 2023-05-01 13:04:34,086 ] 99 root - INFO - Preprocessor pickle files saved
